,Palabras,Who_palabras,Who,Why_palabras,Why,Where_palabras,Where,When_palabras,When,What_palabras,What,How_palabras,How,Whom_palabras,Whom
2490,served,mid_##s,0.536657989025116,mid_##s,0.5357046127319336,mid_##s,0.5489147901535034,mid_##s,0.5340024828910828,mid_##s,0.5806808471679688,mid_##s,0.536657989025116,mid_##s,0.5304884910583496
2491,serves,whom,0.4639785587787628,cope,0.4509323835372925,handled,0.3836744427680969,cope,0.41542625427246094,respond,0.48364415764808655,whom,0.4639785587787628,who,0.40884503722190857
2492,service,Markets,0.40866410732269287,Markets,0.49163851141929626,Markets,0.43048250675201416,Markets,0.39939525723457336,Markets,0.4882555603981018,Markets,0.40866410732269287,Markets,0.36988186836242676
2493,services,whom,0.4258396029472351,duties,0.4153028726577759,in,0.3746274411678314,Global_Crossing_undertakes,0.4042958617210388,Global_Crossing_undertakes,0.458221435546875,whom,0.4258396029472351,who,0.43406254053115845
2494,serving,captian,0.5226982831954956,captian,0.556487500667572,captian,0.44788485765457153,skipper,0.5069764256477356,skipper,0.5606224536895752,captian,0.5226982831954956,captains,0.49379241466522217
2495,session,securites,0.4393274784088135,Securities,0.47357937693595886,securites,0.42839449644088745,backed_securities,0.44891902804374695,breakpoint_discounts,0.49465712904930115,securites,0.4393274784088135,SHELL_PLC_Total,0.4483995735645294
2496,set,unemployed,0.5165570974349976,employement,0.4917583167552948,employments,0.43132907152175903,Total_nonfarm_payroll,0.4377897381782532,employement,0.48565012216567993,unemployed,0.5165570974349976,unemployed,0.4874250888824463
2497,sets,shocked,0.48989400267601013,shocked,0.5863890051841736,shocked,0.4967658221721649,shocked,0.5715221166610718,shocked,0.6341135501861572,shocked,0.48989400267601013,shocked,0.4666481912136078
2498,setting,Securites,0.41432881355285645,Securites,0.48669376969337463,Securi_ties,0.4063917398452759,Securites,0.41886377334594727,theSecurities,0.49043530225753784,Securites,0.41432881355285645,theSecurities,0.4172564744949341
2499,settlement,fearful,0.4818050265312195,concerned,0.5767325162887573,concerned,0.4950748085975647,fearful,0.5356089472770691,concerned,0.6358891129493713,fearful,0.4818050265312195,who,0.4790942668914795
2500,seven,eighth,0.607064962387085,seventh,0.6575098037719727,seventh,0.6302242279052734,seventh,0.6500646471977234,seventh,0.6712779402732849,eighth,0.607064962387085,seventh,0.5467160940170288
2501,seventh,Muslims,0.5124800205230713,Muslims,0.5812333822250366,Muslims,0.5184749960899353,Muslims,0.5055918097496033,Muslims,0.6063284873962402,Muslims,0.5124800205230713,Muslims,0.5378587245941162
2502,several,Sens._Blanche_Lincoln_D-Ark.,0.4831461012363434,Senator,0.5708401203155518,Rep.,0.46077394485473633,Rep.,0.46545132994651794,Senator,0.5899820327758789,Sens._Blanche_Lincoln_D-Ark.,0.4831461012363434,Sens.,0.48955363035202026
2503,severe,pointing,0.4930795729160309,pointing,0.6007977724075317,pointing,0.5405658483505249,pointing,0.5231257081031799,pointing,0.6158983111381531,pointing,0.4930795729160309,pointing,0.454090416431427
2504,sex,Magazine,0.4829292297363281,Magazine,0.5901954174041748,Magazine,0.5027629137039185,Magazine,0.5049359202384949,Magazine,0.5815507173538208,Magazine,0.4829292297363281,Magazine,0.48724105954170227
2505,shape,threatening,0.4510256052017212,forced,0.4845731258392334,threatening,0.444138765335083,threatening,0.4642541706562042,threatening,0.4980930685997009,threatening,0.4510256052017212,threatening,0.4400681257247925
2506,share,Headquarters,0.4847034811973572,headquarter,0.5872626304626465,headquarter,0.6207724809646606,headquarter,0.5261993408203125,headquarter,0.5763419270515442,Headquarters,0.4847034811973572,Headquarters,0.4798206388950348
2507,shared,Sicilian,0.4456975758075714,Italians,0.49530547857284546,Italy,0.5004539489746094,Italy,0.46966493129730225,Sicilian,0.5201014280319214,Sicilian,0.4456975758075714,Milanese,0.46787261962890625
2508,shareholders,Participants,0.47121530771255493,attendees,0.4865267872810364,Participants,0.5261586308479309,Participants,0.4644985795021057,attendees,0.5297800898551941,Participants,0.47121530771255493,Participants,0.4548773169517517
2509,shares,visting,0.507882297039032,visting,0.5327847003936768,visting,0.5194850564002991,visting,0.5114173293113708,visting,0.5430798530578613,visting,0.507882297039032,who,0.4674158990383148
2510,sharing,Corvallis,0.46400898694992065,Idaho,0.48927631974220276,Portland,0.45510727167129517,Corvallis,0.46588531136512756,Corvallis,0.52225661277771,Corvallis,0.46400898694992065,Portland,0.43112802505493164
2511,she,whom,0.3932081460952759,pressrelease,0.4213741421699524,thisrelease,0.3971940875053406,AIF_dated,0.3936115503311157,statement,0.4891982078552246,whom,0.3932081460952759,F._Gero,0.38434118032455444
2512,shift,whom,0.42545458674430847,flying,0.48823168873786926,flying,0.4477356970310211,flying,0.46574223041534424,flying,0.5198813676834106,whom,0.42545458674430847,who,0.42646434903144836
2513,ship,Minnesota,0.4766615331172943,Minnesota,0.5167174339294434,Its_Traex_subsidiary,0.4873267710208893,Minnesota,0.48315536975860596,Minnesota,0.5257010459899902,Minnesota,0.4766615331172943,Milwaukee,0.4277624487876892
2514,shooting,whom,0.4631313383579254,Pete_Yost_Lara_Jakes,0.47168517112731934,nurse_anesthetist_Sally,0.4460988938808441,Judge_Adalberto,0.4681384861469269,Judge_Adalberto,0.517703652381897,whom,0.4631313383579254,who,0.4566599130630493
2515,shop,principally,0.5796176195144653,principally,0.657516360282898,principally,0.6117622256278992,principally,0.5861148834228516,principally,0.6670047044754028,principally,0.5796176195144653,principally,0.5922267436981201
2516,shopping,repectively,0.46841490268707275,repectively,0.45068255066871643,in,0.4652346968650818,subsequently,0.4318434000015259,respective,0.45870205760002136,repectively,0.46841490268707275,repectively,0.44894036650657654
2517,short,Spainish,0.45674651861190796,Portuguese,0.48701581358909607,Portuguese,0.443827360868454,Portuguese,0.452654093503952,Portuguese,0.5044804811477661,Spainish,0.45674651861190796,Guarani_indigenous,0.4516449570655823
2518,shortly,Baton_Rouge,0.4487402141094208,New_Orleanians,0.5286941528320312,Baton_Rouge,0.48994362354278564,Hurricane_Katrina,0.45004621148109436,New_Orleanians,0.5158630609512329,Baton_Rouge,0.4487402141094208,New_Orleanians,0.4655708968639374
2519,shot,transport,0.44540703296661377,transport,0.5506428480148315,transport,0.5219364166259766,transport,0.49829137325286865,transit,0.5370134115219116,transport,0.44540703296661377,transport,0.44007980823516846
2520,shots,older,0.577406644821167,older,0.5729094743728638,older,0.5306033492088318,older,0.5743308067321777,older,0.5841401219367981,older,0.577406644821167,older,0.5546100735664368
2521,should,whom,0.3914269208908081,Naspers_NPN,0.4228447377681732,Digital_Media,0.38810110092163086,media,0.3886345624923706,media,0.45636627078056335,whom,0.3914269208908081,YBN,0.38152942061424255
2522,shoulder,Jurors,0.49761202931404114,jurors,0.5432182550430298,Jurors,0.5107386708259583,jurors,0.515572190284729,jurors,0.6113359928131104,Jurors,0.49761202931404114,Jurors,0.516686737537384
2523,show,responding,0.4711514115333557,responding,0.5330810546875,responding,0.47390449047088623,responding,0.49935001134872437,responding,0.5696564316749573,responding,0.4711514115333557,responding,0.448117196559906
2524,showed,whom,0.4281974136829376,Rural,0.45725327730178833,far_flung,0.45708370208740234,Rural,0.39175164699554443,Rural,0.4666847586631775,whom,0.4281974136829376,who,0.41826045513153076
2525,showing,ministry,0.49457699060440063,Minstry,0.5378355979919434,ministry,0.4945012331008911,ministry,0.4946984052658081,ministry,0.5789897441864014,ministry,0.49457699060440063,ministry,0.45269864797592163
2526,shown,whom,0.4329797625541687,acted,0.461081326007843,Acting,0.36967912316322327,subsequently,0.4037165641784668,acted,0.49381667375564575,whom,0.4329797625541687,who,0.4412707984447479
2527,shows,party,0.44516104459762573,National_Movement_PNM,0.4500102400779724,party,0.4330642521381378,party,0.44422048330307007,party,0.48076844215393066,party,0.44516104459762573,party,0.4523261785507202
2528,shut,whom,0.49680793285369873,contributing_factor,0.475811243057251,in,0.45482033491134644,subsequently,0.42335253953933716,factors,0.46577364206314087,whom,0.49680793285369873,who,0.4227778911590576
2529,side,updates,0.40208321809768677,updated,0.4601759612560272,updates,0.4706573486328125,updated,0.41708144545555115,updates,0.5368898510932922,updates,0.40208321809768677,updates,0.3858584761619568
2530,sides,islands,0.476052463054657,islands,0.5405594110488892,islands,0.49975261092185974,islands,0.4883121848106384,islands,0.5764997601509094,islands,0.476052463054657,islands,0.5051995515823364
2531,sign,Afghani,0.5077962279319763,Afghans,0.5500516891479492,Afghanistan,0.507665753364563,Afghans,0.49696671962738037,Afghans,0.5964692831039429,Afghani,0.5077962279319763,Afghans,0.5162736177444458
2532,signed,whom,0.4023168087005615,Solutions_Covad_VoIP,0.3532834053039551,in,0.4278876781463623,after,0.40079599618911743,modest,0.4233083128929138,whom,0.4023168087005615,who,0.3874168395996094
2533,significant,removed,0.44962191581726074,removed,0.5147894024848938,removed,0.514054000377655,removed,0.4760626554489136,removed,0.5441974401473999,removed,0.44962191581726074,removed,0.43828320503234863
2534,significantly,photograph,0.5001689791679382,photograph,0.5823895931243896,photograph,0.5206038951873779,photograph,0.5273424983024597,photograph,0.6218712329864502,photograph,0.5001689791679382,photograph,0.5048118233680725
2535,signing,Margaret,0.5314736366271973,Catherine,0.5201016068458557,Margaret,0.4788309633731842,Margaret,0.496033251285553,Margaret,0.5590442419052124,Margaret,0.5314736366271973,Margaret,0.49418148398399353
2536,signs,selections,0.4370027184486389,selections,0.4732707142829895,select,0.42590007185935974,selections,0.4194839298725128,selections,0.5303934216499329,selections,0.4370027184486389,selections,0.46579137444496155
2537,similar,schemes,0.5147998929023743,schemes,0.5611671805381775,schemes,0.5112209916114807,schemes,0.5166468024253845,schemes,0.5797959566116333,schemes,0.5147998929023743,schemes,0.5186154842376709
2538,simple,social_networking,0.5030463933944702,Twitter,0.5665811896324158,social_networking,0.5301027297973633,social_networking,0.5220035314559937,Twitter,0.586864709854126,social_networking,0.5030463933944702,social_networking,0.4932904541492462
2539,simply,stellar,0.4598783850669861,astounding,0.51966392993927,impressively,0.43437620997428894,impressively,0.4942505955696106,remarkable,0.5661932229995728,stellar,0.4598783850669861,stellar,0.4429752826690674
2540,since,becoming,0.4150718152523041,became,0.4857613742351532,in,0.4168515205383301,became,0.501011848449707,become,0.47191423177719116,becoming,0.4150718152523041,became,0.4139752984046936
2541,single,whom,0.4368351101875305,bleeped_Lil_Wayne,0.45522934198379517,O_Cruises_Cunard,0.40831637382507324,L,0.41874369978904724,J,0.4825880229473114,whom,0.4368351101875305,L,0.4434722661972046
2542,sister,indicating,0.4885462820529938,indicate,0.5413504242897034,indicating,0.5867588520050049,indicating,0.5848587155342102,indicate,0.5722053647041321,indicating,0.4885462820529938,indicating,0.48934614658355713
2543,sit,Boston_Red_Sox,0.4926397502422333,Bronx_Bombers,0.531258225440979,Boston_Red_Sox,0.4565197825431824,Boston_Red_Sox,0.5044026970863342,Red_Sox,0.577196478843689,Boston_Red_Sox,0.4926397502422333,Bronx_Bombers,0.4890131950378418
2544,site,Mike,0.5736241340637207,Steve,0.595470666885376,Steve,0.5014103055000305,Steve,0.5405008792877197,Mike,0.6285761594772339,Mike,0.5736241340637207,Steve,0.510429322719574
2545,sites,financial,0.39778900146484375,Finacial,0.4520152807235718,financial,0.4070526659488678,financial,0.4245918393135071,financial,0.48645439743995667,financial,0.39778900146484375,financial,0.38273435831069946
2546,sitting,photographs,0.5647665858268738,pictures,0.6379066705703735,photographs,0.5764801502227783,pictures,0.5797243118286133,pictures,0.6828902959823608,photographs,0.5647665858268738,photographs,0.5819438099861145
2547,situation,whom,0.4765889644622803,practitioners,0.45058733224868774,Freelancer.com_connects,0.4251684546470642,practitioners,0.38115930557250977,practitioners,0.48460134863853455,whom,0.4765889644622803,consultants,0.43779629468917847
2548,six,Fewer,0.44863390922546387,more,0.46551135182380676,elsewhere,0.47296684980392456,Fewer,0.4382353127002716,more,0.5087687373161316,Fewer,0.44863390922546387,who,0.45414796471595764
2549,sixth,shoppers,0.40269243717193604,shoppers,0.4854046404361725,shopping_mall,0.4490949511528015,shoppers,0.4421781301498413,shoppers,0.5016595125198364,shoppers,0.40269243717193604,shopped,0.4006395637989044
2550,size,splitting,0.46676504611968994,splitting,0.5191515684127808,splits,0.5045133829116821,splitting,0.5049961805343628,splitting,0.5536299347877502,splitting,0.46676504611968994,splitting,0.46237581968307495
2551,skills,Los_Angeles,0.4882880449295044,San_Francisco,0.5119909048080444,San_Francisco,0.5311949253082275,San_Francisco,0.4788559079170227,San_Francisco,0.5380800366401672,Los_Angeles,0.4882880449295044,Los_Angeles,0.4552009701728821
2552,slightly,Pubic,0.39725279808044434,Pubic,0.4916824400424957,Pubic,0.4087638854980469,public,0.41395553946495056,Pubic,0.5157631635665894,Pubic,0.39725279808044434,who,0.3866548538208008
2553,slow,whom,0.4295635223388672,intiative,0.512177050113678,initiatives,0.4258437752723694,subsequently,0.4227070212364197,intiative,0.5184803009033203,whom,0.4295635223388672,who,0.4171772003173828
2554,small,Smith,0.4931482672691345,Smith,0.5145741701126099,Smith,0.47266942262649536,Smith,0.4997333586215973,Smith,0.5505844354629517,Smith,0.4931482672691345,Smith,0.46792083978652954
2555,smaller,whom,0.39260026812553406,stretches,0.39138680696487427,near,0.41461181640625,suddenly,0.3991903066635132,adjuvants_ingredients,0.42672327160835266,whom,0.39260026812553406,who,0.44322389364242554
2556,snow,weekly,0.43122270703315735,montly,0.49202707409858704,weekly,0.47993338108062744,yearly,0.4727071523666382,yearly,0.5556138157844543,weekly,0.43122270703315735,yearly,0.4143173396587372
2557,so,weaker,0.48093360662460327,weaker,0.5356125831604004,weaker,0.46817609667778015,weaker,0.49767276644706726,better,0.5785485506057739,weaker,0.48093360662460327,weaker,0.4726964831352234
2558,soccer,whom,0.4147442579269409,justices_B_Sudershan,0.449063241481781,outside,0.37558138370513916,after,0.3973069190979004,justices_AHM_Shamsuddin,0.4517163038253784,whom,0.4147442579269409,who,0.4581184983253479
2559,social,racing_karts,0.4378964304924011,Racing,0.49478840827941895,racetrack,0.44193530082702637,Racing,0.45780807733535767,Racing,0.5297080278396606,racing_karts,0.4378964304924011,Racing,0.4374707341194153
2560,society,Tennesee,0.49057695269584656,Tennesee,0.5389405488967896,Tennesee,0.5373669862747192,Tennesee,0.48312094807624817,Tennesee,0.575624942779541,Tennesee,0.49057695269584656,Tennesee,0.4664546251296997
2561,software,whom,0.5419813394546509,neither,0.49236926436424255,elsewhere,0.4699944853782654,subsequently,0.4760574698448181,None,0.549409031867981,whom,0.5419813394546509,who,0.5083494186401367
2562,sold,whom,0.4407350420951843,Values,0.41802507638931274,Values,0.4073556661605835,subsequently,0.4152858257293701,value,0.47527945041656494,whom,0.4407350420951843,who,0.37718382477760315
2563,soldiers,dairy_farm,0.48102834820747375,farms,0.5232492685317993,dairy_farm,0.5275105834007263,dairy_farm,0.4949985146522522,dairy_farm,0.5696142911911011,dairy_farm,0.48102834820747375,farms,0.4569527506828308
2564,solid,ballet_dancer_choreographer,0.45137447118759155,producers,0.5221121311187744,producers,0.4302690923213959,producers,0.4307734966278076,Producer,0.5424906015396118,ballet_dancer_choreographer,0.45137447118759155,producers,0.42972955107688904
2565,solution,reductions,0.47342854738235474,reductions,0.5484244227409363,reductions,0.5182555913925171,reductions,0.5133220553398132,reductions,0.6432386636734009,reductions,0.47342854738235474,reductions,0.4860565662384033
